Drug,BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRC,LGG,LIHC,LUAD,LUSC,PRAD,SKCM,STAD,UCEC,UCS
MITUMOMAB,4.131745747333911e-05,5.273265256810033e-05,5.4872363582990117e-05,5.88663593200376e-05,3.405419486476718e-05,3.4462762747814334e-05,3.3606043741967246e-05,3.423628410630302e-05,3.383213544410725e-05,5.027485382846204e-05,5.137840168538437e-05,3.3596543219049016e-05,5.9051976385973924e-05,4.896222781179855e-05,5.5248726798113145e-05,4.3966040125260684e-05,5.7726298025933605e-05
EGFR,0.00010213062496662663,9.213345224802303e-05,0.00012479263880395443,0.00010475429807378823,0.00012149686932316414,0.006312762051801104,8.664504882995293e-05,9.938756218560473e-05,0.004512165287588047,7.529802141092667e-05,0.007983357824053712,0.00010919212686150372,7.192656359027665e-05,6.874114488811579e-05,9.723917858112308e-05,8.708529954410482e-05,9.279103453962031e-05
MONALIZUMAB,3.7082348779735326e-05,3.904573473157579e-05,3.899574359292973e-05,4.1568487602425565e-05,4.468703431876974e-05,5.5420123262966174e-05,3.811830534170465e-05,4.632727394062622e-05,4.974698587353927e-05,5.376201885417208e-05,4.1348608770124213e-05,4.0385123330257675e-05,6.786370548188507e-05,4.3896546414747055e-05,4.04442490225035e-05,4.281563666109699e-05,4.4213552582520694e-05
MOROLIMUMAB,4.45806556540264e-05,4.124439492298515e-05,4.697112292800006e-05,4.266931304095088e-05,3.895097388442018e-05,4.01981035182285e-05,4.5661116318067024e-05,4.1216636533911565e-05,4.129504295425268e-05,4.255835656298851e-05,4.149763019413311e-05,4.041368261058412e-05,4.06904974805044e-05,4.3167409191995936e-05,4.264941730510709e-05,4.2080254280239006e-05,4.513147564979149e-05
MOSUNETUZUMAB,3.380544671367288e-05,3.222798143264362e-05,3.198572433641188e-05,3.236011169482558e-05,3.2976487077138053e-05,3.213289729842272e-05,3.206637595435119e-05,3.195569308626305e-05,3.235948534603366e-05,3.61939645438444e-05,4.00954333736857e-05,3.407541172500916e-05,3.204679838449573e-05,3.487069518526923e-05,3.253101373848399e-05,3.7356075941296084e-05,3.2420414130178566e-05
NARATUXIMAB EMTANSINE,4.168510317841166e-05,4.1159543174589546e-05,4.094236743628716e-05,4.194747728283111e-05,4.26432288585433e-05,4.152315787372638e-05,4.136089970598941e-05,5.094673650929491e-05,5.55996307296765e-05,4.2398077217040416e-05,4.1757608993048976e-05,4.243698910132165e-05,4.1528108910711964e-05,4.2460023158142345e-05,4.215776325965586e-05,4.307010574950772e-05,4.2134033646958815e-05
NARNATUMAB,4.7816714823363205e-05,4.287858485570418e-05,5.643877208368329e-05,4.590761252517921e-05,4.0250290675093955e-05,4.859805399901273e-05,4.738697581654436e-05,4.910522165794578e-05,5.548288033369172e-05,4.555914168214384e-05,5.326475528329484e-05,5.1247116616131796e-05,3.991546372893567e-05,4.380340030755143e-05,4.458320302339062e-05,4.65690428235538e-05,4.679745981877735e-05
NAVICIXIZUMAB,3.867113868625146e-05,3.8024333667568985e-05,3.797072570739934e-05,3.876663638400385e-05,5.049937810151319e-05,4.029820520145409e-05,4.2010079466083005e-05,4.605572077799846e-05,3.904668870774456e-05,4.832700275021177e-05,5.185723438968368e-05,3.8593089089060654e-05,3.942883951861464e-05,4.024502360736896e-05,3.833175473581098e-05,3.841043621336713e-05,3.983526566809847e-05
NEMOLIZUMAB,3.5966173415480585e-05,6.033375771672655e-05,6.062373405784286e-05,4.183959502546564e-05,4.767660591862807e-05,4.554341012889425e-05,4.78296213894241e-05,3.117050438056118e-05,3.121960158635076e-05,4.113666652844877e-05,3.108125948607572e-05,4.0816488386864394e-05,3.18758207239851e-05,3.634577527404471e-05,4.075286582576489e-05,4.732310926653687e-05,4.57612375491051e-05
OCARATUZUMAB,3.325058416324616e-05,2.9793034131471986e-05,2.997027809010491e-05,3.020665324892382e-05,3.121722026481831e-05,3.023616737227367e-05,2.9889263792307067e-05,2.9887544224674126e-05,3.0349365573741838e-05,3.0144757457598564e-05,3.02532602458914e-05,3.417711835104982e-05,3.0059141551711024e-05,3.0025939756263958e-05,3.0458186424835437e-05,3.7035239608458665e-05,3.0424425590323168e-05
OLECLUMAB,4.1396279999101156e-05,3.82383137681604e-05,5.3221222361428665e-05,3.2696607327365394e-05,4.149293934037562e-05,3.785134586659305e-05,4.745335618060714e-05,3.2745366072374215e-05,3.620773915223258e-05,3.2832225089209777e-05,3.895474785495494e-05,5.006187422666376e-05,4.046866291158924e-05,3.945604062801515e-05,3.9974633127413e-05,3.909482262257796e-05,3.279193706496057e-05
ONTUXIZUMAB,7.351226455386633e-05,6.833636374420661e-05,9.177818061042236e-05,8.716472842210712e-05,0.00011058109640516172,6.287712104253003e-05,7.206543009362568e-05,7.990092809158219e-05,7.076248180956559e-05,7.210407409209749e-05,7.225620590670123e-05,7.644100628481987e-05,6.24164776308216e-05,7.096931616260395e-05,8.912211116833782e-05,9.018951328122763e-05,6.493495639833062e-05
OTILIMAB,3.122455727770081e-05,3.7667415853953666e-05,3.1409307959906223e-05,3.154312967877161e-05,3.168091073446457e-05,5.5154797618285826e-05,3.161554833674228e-05,3.140412785847377e-05,3.958836668692643e-05,3.141125394838476e-05,3.099422144233454e-05,3.1314072186840387e-05,3.1778616080547044e-05,3.126558001592966e-05,3.1567511803839094e-05,3.762170580242706e-05,4.448489621182351e-05
OTLERTUZUMAB,4.168510317841166e-05,4.1159543174589546e-05,4.094236743628716e-05,4.194747728283111e-05,4.26432288585433e-05,4.152315787372638e-05,4.136089970598941e-05,5.094673650929491e-05,5.55996307296765e-05,4.2398077217040416e-05,4.1757608993048976e-05,4.243698910132165e-05,4.1528108910711964e-05,4.2460023158142345e-05,4.215776325965586e-05,4.307010574950772e-05,4.2134033646958815e-05
PAMREVLUMAB,3.6109822945751566e-05,3.723163905377689e-05,3.7975099247159856e-05,3.9324178233804355e-05,4.2271870956769e-05,3.3980573861250684e-05,3.718996101302423e-05,5.318008084177656e-05,3.373018746985105e-05,3.4416884013159635e-05,3.345704748498704e-05,3.8593332390397664e-05,3.3602956552502715e-05,3.423273622072351e-05,3.888248235678415e-05,3.985133602245639e-05,4.082956972473246e-05
PANKOMAB,5.660751980900067e-05,5.6906554015227114e-05,6.240867666189647e-05,6.53865782207667e-05,5.12486634351251e-05,7.195810149343291e-05,5.555943464768328e-05,5.1607914877851946e-05,5.1260752756920816e-05,5.7434981065693236e-05,6.952568048353695e-05,5.151185486416256e-05,5.1804619272841354e-05,7.010006048974045e-05,5.96293824276484e-05,5.437110533128436e-05,6.613880735095445e-05
PASOTUXIZUMAB,3.870201570443489e-05,3.5740414754306664e-05,4.071142061726804e-05,3.565284658396482e-05,3.590455316014701e-05,3.5393294635563416e-05,3.9722054245242735e-05,3.529679412061941e-05,4.0237491374954365e-05,3.9241639812402385e-05,4.280754903110729e-05,4.1829658398413746e-05,3.5140241572009005e-05,4.0641963250747306e-05,3.572100600925275e-05,4.128874203556521e-05,3.542252122498214e-05
PERAKIZUMAB,4.6463917160496366e-05,4.7508447543783805e-05,5.224587604041645e-05,5.2912241100606606e-05,5.1107739585892715e-05,5.8274573616274744e-05,4.9667440857907394e-05,5.285188780841565e-05,4.5423984421542765e-05,4.86936129924944e-05,4.762390087069957e-05,4.6286715606464036e-05,4.94267628404951e-05,4.2137458394558314e-05,4.571332909879402e-05,4.277110283275462e-05,4.980776120612381e-05
PINATUZUMAB VEDOTIN,4.7246529135474966e-05,4.076553582880711e-05,4.040194067575315e-05,5.352299811779552e-05,4.186239035059411e-05,4.1744722949821744e-05,4.068365251441213e-05,5.41295901398289e-05,5.023834798610236e-05,4.5571439869793436e-05,4.1006805649998815e-05,4.707359922445253e-05,5.000520640941673e-05,4.180300457225304e-05,4.7410833396149985e-05,5.105812060045768e-05,4.255226110029361e-05
POGALIZUMAB,4.028205662719964e-05,4.838288388723683e-05,3.967959468073368e-05,4.003757089108921e-05,4.796368991238153e-05,5.5128039523776014e-05,4.360168540546529e-05,5.761948854138029e-05,5.034116385837408e-05,4.200718025548299e-05,4.61650022427262e-05,4.060591537387639e-05,4.110887936802124e-05,4.075800144023063e-05,4.0107200905955054e-05,4.4288296213064785e-05,5.689855137087471e-05
PRASINEZUMAB,3.3134047308972554e-05,4.3547438944705875e-05,3.101408728774973e-05,4.616984594707904e-05,3.132200288562901e-05,6.701604616915285e-05,3.3537844527297745e-05,3.0815425948631844e-05,3.8976369742328084e-05,3.9831174504417825e-05,3.079811478222283e-05,3.512453360273676e-05,3.732130970746043e-05,3.5470986506555486e-05,3.0867232340639317e-05,3.461000011854237e-05,4.570637882789074e-05
PREZALIZUMAB,,,,,,,,,,,,,,,,,
RADRETUMAB,5.269335428589635e-05,5.4091066539807234e-05,5.086537461033958e-05,6.433131513014772e-05,5.607661847570426e-05,4.671576968824954e-05,5.99182414849126e-05,4.617703339702061e-05,4.6915446909748934e-05,5.552510896291949e-05,4.661881795509941e-05,6.137635799236545e-05,5.6832927126363915e-05,5.332764352932447e-05,6.257232781495797e-05,5.061210016977633e-05,4.6506398607611265e-05
RALPANCIZUMAB,3.90039935325713e-05,4.246720355090204e-05,4.821520833557776e-05,5.5324970700638076e-05,5.702768512975676e-05,5.103490240544193e-05,3.7769175085566105e-05,3.869443700447984e-05,4.659156391816886e-05,4.1065081769170835e-05,4.284933583629211e-05,3.775329432645031e-05,4.342064486797405e-05,4.1153355396457506e-05,4.909540734104786e-05,4.138138845122619e-05,4.609775995123056e-05
RAVULIZUMAB,3.784948340838345e-05,3.8675841313419204e-05,3.1135695434506374e-05,3.095933612587042e-05,3.12405668265972e-05,3.061424981854804e-05,3.113491294169772e-05,3.071507489099759e-05,3.0953590327382944e-05,3.079876402614677e-05,3.0856057384432164e-05,3.110798175696356e-05,3.1269506074191764e-05,3.116769463836918e-05,3.776532870138452e-05,4.105131396478335e-05,4.1713545162272854e-05
REFANEZUMAB,6.0410385842394675e-05,6.0692466829414475e-05,5.387705450458983e-05,5.636437524154823e-05,5.637338483113051e-05,6.596345830467412e-05,5.401633993896118e-05,5.375553186712694e-05,6.767102627048879e-05,5.628100589431229e-05,5.482691776313888e-05,5.595637984379825e-05,5.4391970942300676e-05,5.632430100523687e-05,5.5547197701904003e-05,7.034086564606874e-05,6.938035105814516e-05
REMTOLUMAB,4.6463917160496366e-05,4.7508447543783805e-05,5.224587604041645e-05,5.2912241100606606e-05,5.1107739585892715e-05,5.8274573616274744e-05,4.9667440857907394e-05,5.285188780841565e-05,4.5423984421542765e-05,4.86936129924944e-05,4.762390087069957e-05,4.6286715606464036e-05,4.94267628404951e-05,4.2137458394558314e-05,4.571332909879402e-05,4.277110283275462e-05,4.980776120612381e-05
RINUCUMAB,4.653860924951358e-05,4.707711524830479e-05,5.590113372716914e-05,4.741514906106162e-05,4.7669731413842436e-05,5.4133716719782175e-05,5.394684198196452e-05,4.657081185464039e-05,4.7399151077635826e-05,5.099926324750492e-05,5.303604182972421e-05,4.6507865882539294e-05,4.725318284017896e-05,4.7264796235271916e-05,4.740405142905904e-05,4.947708563387207e-05,5.5990873666049036e-05
RISANKIZUMAB,4.332012301925968e-05,3.773505834186618e-05,3.80824331662094e-05,4.646934444737545e-05,3.8108669488887134e-05,3.761596514165805e-05,3.722399146146915e-05,4.7883792944936026e-05,4.62023268679437e-05,4.288847419480695e-05,4.629378856605403e-05,3.719729373279397e-05,4.9282332080531923e-05,5.114274943079544e-05,4.5532550534312545e-05,4.085930372469867e-05,3.7094145941936075e-05
ROSMANTUZUMAB,3.7610119979385274e-05,3.801138042881003e-05,3.75138811864068e-05,5.161872680269541e-05,3.735259895542597e-05,4.779511907831163e-05,4.448317172579423e-05,3.6901143030279214e-05,4.440457257010627e-05,5.1128981714443396e-05,3.702485172157335e-05,3.756715578618917e-05,6.185179038557101e-05,5.182093492482043e-05,3.798336845510014e-05,4.433754088364297e-05,3.764068725032192e-05
ROZANOLIXIZUMAB,6.279253459856879e-05,5.8583676426711936e-05,5.392557489224688e-05,6.361514453035251e-05,6.910700776307939e-05,6.13782667468827e-05,6.376317609745803e-05,5.3783011012042234e-05,7.141930230326512e-05,6.83921508455319e-05,6.382920312156079e-05,6.35610689048797e-05,5.4778128263065746e-05,6.900425104189637e-05,6.868540724994901e-05,6.228653649597558e-05,7.557458083043204e-05
SAPELIZUMAB,4.499690327992522e-05,4.3901818774278167e-05,4.3711536390058776e-05,4.385148966722279e-05,4.334799885281413e-05,6.564334338474969e-05,4.702383305143549e-05,5.477609602278657e-05,5.1335438895216166e-05,6.326113451497059e-05,5.779078404250403e-05,4.437765145452227e-05,5.154763554556763e-05,5.4382668145616445e-05,4.387553899897655e-05,4.733380330902893e-05,5.530510858554233e-05
SATRALIZUMAB,4.499690327992522e-05,4.3901818774278167e-05,4.3711536390058776e-05,4.385148966722279e-05,4.334799885281413e-05,6.564334338474969e-05,4.702383305143549e-05,5.477609602278657e-05,5.1335438895216166e-05,6.326113451497059e-05,5.779078404250403e-05,4.437765145452227e-05,5.154763554556763e-05,5.4382668145616445e-05,4.387553899897655e-05,4.733380330902893e-05,5.530510858554233e-05
SELICRELUMAB,3.912803310619577e-05,3.985241212658592e-05,3.9788169924603006e-05,4.511585502534574e-05,3.6575777800470645e-05,3.6193362812665474e-05,3.6267882870780156e-05,3.622329148666354e-05,4.341680741953415e-05,5.4234649628656264e-05,3.600239044651888e-05,3.642311986204429e-05,4.353298899088188e-05,4.715544439710841e-05,3.65343771529682e-05,4.669241364512688e-05,4.5990310213518344e-05
SETRUSUMAB,3.4783867142116205e-05,3.698124914904112e-05,3.7116947918248203e-05,5.114385326293272e-05,3.3263507120029526e-05,5.027685223832523e-05,3.610011275943194e-05,4.389284610603195e-05,3.790167231076762e-05,3.1780822493522404e-05,3.1811426149365434e-05,3.8177030878949934e-05,5.806971906974627e-05,3.791927086997203e-05,4.9861437729458457e-05,3.4816845333203745e-05,4.200160777061038e-05
SIBROTUZUMAB,3.743296904898648e-05,4.682505465492212e-05,4.826876352038853e-05,3.3073814595093046e-05,3.3788625701706046e-05,3.271591815610372e-05,3.8982502526682485e-05,3.303653069053703e-05,4.0296969341594875e-05,3.32489096621368e-05,3.270098277991964e-05,3.299573068627355e-05,3.33772276326215e-05,4.1747595866420135e-05,4.1526445475879494e-05,3.664807739438648e-05,3.298909021787256e-05
SIRTRATUMAB VEDOTIN,3.577188693237098e-05,3.6191794723579574e-05,3.590090790995197e-05,5.7019426749112316e-05,4.724500419436984e-05,3.616624541378391e-05,4.0527608214259135e-05,3.5337569177076195e-05,3.5973835055057216e-05,4.3316918688810026e-05,3.558792639458253e-05,3.594723857040429e-05,3.671644103765865e-05,3.6212904880351474e-05,4.4113079376033194e-05,3.602240996416165e-05,3.5806749327370975e-05
SOFITUZUMAB VEDOTIN,4.1399177257606455e-05,4.1748385609667895e-05,3.8219582207165583e-05,4.640258657839328e-05,4.920650713898009e-05,3.858966020081837e-05,4.6621534742768376e-05,3.837680382705309e-05,3.95870827148793e-05,4.4731655348928996e-05,3.900994519483393e-05,3.828070331287618e-05,3.845443081919957e-05,5.130309214877471e-05,4.495405584577034e-05,4.533002612962781e-05,3.8186686408726065e-05
SOLITOMAB,3.560749382062642e-05,3.8415428216038174e-05,4.197305870116065e-05,3.225508545680991e-05,4.669399078267943e-05,3.136052451369151e-05,3.729499044222682e-05,3.1454823467016364e-05,3.9931488745537485e-05,3.909687613906503e-05,3.1506507750345254e-05,4.007312342171916e-05,3.161136732302105e-05,3.932050830178697e-05,4.67447486691924e-05,3.4361867058173244e-05,3.1615890923988624e-05
SPARTALIZUMAB,4.547431069781474e-05,4.900984866656176e-05,4.7275974531586854e-05,4.2943437809388595e-05,4.3478730372806654e-05,6.276880483678228e-05,4.6329506278396664e-05,5.892477476165658e-05,5.644289005565248e-05,4.8040167915037846e-05,5.142325683529522e-05,4.981516579131613e-05,5.3561438191947995e-05,5.760432077361766e-05,4.723158225595208e-05,5.25047827555414e-05,4.2645185601275345e-05
TACATUZUMAB TETRAXETAN,4.298974871143661e-05,4.670109760519766e-05,4.668915003002605e-05,4.962579415991363e-05,4.058368242054715e-05,5.376051655746932e-05,5.335098127955268e-05,3.9469364971150894e-05,4.6397945022701616e-05,5.4893004271480655e-05,4.0022183396358535e-05,4.472410821774501e-05,3.978152569317373e-05,3.9905734379669216e-05,4.731759814715382e-05,4.037298975805139e-05,3.959107010858866e-05
TALACOTUZUMAB,3.338795832131125e-05,3.632642288392509e-05,2.9434778796591005e-05,2.9807999183071254e-05,2.985186794663636e-05,5.359140550395411e-05,2.9898724775420067e-05,2.918516092845123e-05,3.9898415404993596e-05,3.789003664025981e-05,3.313255620302193e-05,2.971070062566479e-05,4.634569817540888e-05,4.075530622784105e-05,2.9721063665644746e-05,2.9883806934931372e-05,2.9776219926360158e-05
TAMTUVETMAB,6.529638165901797e-05,7.011991895176574e-05,7.146324901568385e-05,7.713586839886468e-05,8.701498493055156e-05,6.0422651484179726e-05,6.128997529609157e-05,6.297904981801348e-05,7.342198605174705e-05,7.060719374245814e-05,7.830903250240764e-05,7.495506944928506e-05,6.190782832210798e-05,6.05432602572695e-05,7.450990302303596e-05,7.392985762584167e-05,8.522602910539527e-05
TAVOLIMAB,4.028205662719964e-05,4.838288388723683e-05,3.967959468073368e-05,4.003757089108921e-05,4.796368991238153e-05,5.5128039523776014e-05,4.360168540546529e-05,5.761948854138029e-05,5.034116385837408e-05,4.200718025548299e-05,4.61650022427262e-05,4.060591537387639e-05,4.110887936802124e-05,4.075800144023063e-05,4.0107200905955054e-05,4.4288296213064785e-05,5.689855137087471e-05
TELISOTUZUMAB VEDOTIN,3.3103011204053484e-05,3.8106880418916446e-05,3.268421224528159e-05,3.8945863068520095e-05,3.4001489894886e-05,6.564894755487622e-05,3.5088671652849874e-05,5.2607579685428666e-05,5.0895661644370504e-05,4.964834502821076e-05,0.007940471024348212,4.387057039658106e-05,3.464415022053926e-05,3.82273233525639e-05,3.2395606207573076e-05,4.849299232859118e-05,3.476338638162626e-05
TESIDOLUMAB,3.784948340838345e-05,3.8675841313419204e-05,3.1135695434506374e-05,3.095933612587042e-05,3.12405668265972e-05,3.061424981854804e-05,3.113491294169772e-05,3.071507489099759e-05,3.0953590327382944e-05,3.079876402614677e-05,3.0856057384432164e-05,3.110798175696356e-05,3.1269506074191764e-05,3.116769463836918e-05,3.776532870138452e-05,4.105131396478335e-05,4.1713545162272854e-05
TETULOMAB,4.168510317841166e-05,4.1159543174589546e-05,4.094236743628716e-05,4.194747728283111e-05,4.26432288585433e-05,4.152315787372638e-05,4.136089970598941e-05,5.094673650929491e-05,5.55996307296765e-05,4.2398077217040416e-05,4.1757608993048976e-05,4.243698910132165e-05,4.1528108910711964e-05,4.2460023158142345e-05,4.215776325965586e-05,4.307010574950772e-05,4.2134033646958815e-05
TEZEPELUMAB,3.769160640212652e-05,4.383975475731814e-05,3.801558533851374e-05,3.857272619655922e-05,3.7654109139470365e-05,4.635388564857179e-05,3.75231594963378e-05,3.705520037777887e-05,3.820587235429714e-05,4.21567281373092e-05,3.7169992279784086e-05,4.638855166818e-05,3.766026850616204e-05,3.8172151710893346e-05,3.861948660775249e-05,4.168905605404287e-05,3.817502365117574e-05
TIBULIZUMAB,4.554479252053015e-05,4.114149307284203e-05,4.0040219567649337e-05,5.434196182773348e-05,3.9895308109116166e-05,4.486963696956391e-05,3.975971906310019e-05,4.0091131690446335e-05,4.534357119356074e-05,4.7166118279685134e-05,3.9718433792068586e-05,4.8131523120422635e-05,5.059032150137195e-05,5.770645864772804e-05,4.718219689889055e-05,4.645075372707977e-05,4.8329283919056e-05
TIMIGUTUZUMAB,0.0035382573739561884,0.005261977836634534,0.005948211669698579,0.00011195433275372046,0.011727397427629892,0.0001169827700320529,0.00011922804502374602,0.00010700145002767939,0.00010773969532422109,8.737707345256364e-05,0.00012286059112254872,0.00013366245106992126,0.00012642691079628408,6.576202705371109e-05,0.006626116824859269,0.002879319496857459,9.380293731899295e-05
TIRAGOTUMAB,4.0295133554911535e-05,4.04678834823959e-05,3.7950044547830466e-05,3.845674451262309e-05,5.0488789452070144e-05,4.010110401763294e-05,3.750621626184488e-05,4.268472625956785e-05,3.875868233356873e-05,4.088855747830257e-05,3.9230346640404574e-05,3.853605176409554e-05,3.998570256539532e-05,3.889085839750589e-05,4.9930234345627896e-05,4.0018918398252774e-05,5.8110836743793615e-05
TISLELIZUMAB,4.547431069781474e-05,4.900984866656176e-05,4.7275974531586854e-05,4.2943437809388595e-05,4.3478730372806654e-05,6.276880483678228e-05,4.6329506278396664e-05,5.892477476165658e-05,5.644289005565248e-05,4.8040167915037846e-05,5.142325683529522e-05,4.981516579131613e-05,5.3561438191947995e-05,5.760432077361766e-05,4.723158225595208e-05,5.25047827555414e-05,4.2645185601275345e-05
TISOTUMAB VEDOTIN,5.096039158371862e-05,4.456016977632957e-05,4.96346655036507e-05,7.31345137349894e-05,4.082344220417267e-05,7.328292199982727e-05,4.6894204845353586e-05,4.09127660137005e-05,5.7586027179319885e-05,4.172730217564011e-05,5.479027937148424e-05,5.069536247466472e-05,6.446493914948638e-05,4.565349702245114e-05,5.6043462464019166e-05,4.6638423152204055e-05,4.0329393279339284e-05
TOMUZOTUXIMAB,0.00010213062496662663,9.213345224802303e-05,0.00012479263880395443,0.00010475429807378823,0.00012149686932316414,0.006312762051801104,8.664504882995293e-05,9.938756218560473e-05,0.004512165287588047,7.529802141092667e-05,0.007983357824053712,0.00010919212686150372,7.192656359027665e-05,6.874114488811579e-05,9.723917858112308e-05,8.708529954410482e-05,9.279103453962031e-05
TOVETUMAB,5.237162751865066e-05,5.536671163849192e-05,5.5932749670935436e-05,4.035445950688349e-05,5.847169214220942e-05,0.008892660305835295,4.255629249054365e-05,3.2196025765895285e-05,5.181036456600028e-05,3.7050595235085626e-05,5.113153948426928e-05,6.037683114617887e-05,5.705693909343762e-05,6.232518260546203e-05,4.39147304948969e-05,3.83674920671966e-05,4.3298646077745114e-05
TRBS07,3.8521019897466994e-05,3.533703296669396e-05,4.1120204134551615e-05,3.498775366060562e-05,3.4832016661982925e-05,3.5085544617162e-05,3.526587683654865e-05,4.4577485001573764e-05,3.501016259697161e-05,3.9323604795213865e-05,3.483034469657397e-05,3.527406815129568e-05,3.5393775099060996e-05,4.7844805582509586e-05,3.501869089331413e-05,4.206308181953546e-05,3.4955590861925115e-05
TREVOGRUMAB,3.0559877342660845e-05,4.048465467180472e-05,3.697529755373413e-05,3.869392401575393e-05,3.133131512978354e-05,3.055028339130089e-05,3.804966617255274e-05,3.0365330967928185e-05,3.0723759453568986e-05,4.5584729512201064e-05,3.42344643015223e-05,3.430381373741757e-05,3.0590892377400094e-05,3.0861105859491184e-05,3.8153039235633946e-05,3.321846917343142e-05,3.038937519180196e-05
VANDORTUZUMAB VEDOTIN,3.266811732739014e-05,3.2986859792395956e-05,3.2455127341382095e-05,3.227516881527078e-05,3.2475246360214804e-05,4.4198021722447855e-05,3.4816486352102946e-05,3.3485902754500455e-05,3.3165739190996395e-05,3.5086171215421035e-05,3.297676274636658e-05,3.5993597255789394e-05,3.266894773917337e-05,4.546772843827292e-05,3.279578508494068e-05,3.293952560696424e-05,3.23643474917448e-05
VANUCIZUMAB,3.9380299881484295e-05,4.668494432332317e-05,4.13965546731792e-05,4.329491527781413e-05,3.664886068616995e-05,4.404290743634937e-05,4.3528258817850534e-05,4.788139653185936e-05,4.1435823350127727e-05,4.1199642594685616e-05,3.592624675127602e-05,4.706683132494477e-05,4.531058616314831e-05,4.1943068061198545e-05,4.275976212498626e-05,4.1771653151026296e-05,5.7829364285200365e-05
VAPALIXIMAB,3.465850739080186e-05,3.4913230695083034e-05,3.5015530008464033e-05,3.537651072442766e-05,3.5992232624259594e-05,3.4838309437552385e-05,3.464694375999851e-05,3.441939735544632e-05,3.492738057774983e-05,3.479467523599556e-05,3.438005116496429e-05,3.448705750041241e-05,3.5862551781905435e-05,3.539152580816112e-05,3.608046125207536e-05,3.831541704740697e-05,3.475317417303405e-05
VARISACUMAB,5.356326709971773e-05,5.549953415658044e-05,5.8481630747910964e-05,6.0170757908667895e-05,5.6535160625272726e-05,6.404836363528915e-05,6.062070837080635e-05,5.918525697049853e-05,5.865616028569574e-05,6.540151449300384e-05,6.254728719080276e-05,5.9021177962642076e-05,5.6404212153650344e-05,6.59588522849494e-05,5.391333347941105e-05,5.36941383540504e-05,5.6831230798515125e-05
VARLILUMAB,3.3813062734334325e-05,4.178575567545797e-05,4.2538224377652456e-05,3.441496513108135e-05,3.449341718823641e-05,3.376312289298939e-05,4.990581100954789e-05,3.361544330209632e-05,4.135855704625008e-05,3.9874509384744615e-05,4.355338526890262e-05,3.767809856924776e-05,3.4159840817270534e-05,3.431965244650962e-05,5.172350172505066e-05,3.857552936714816e-05,3.4200365674766717e-05
VESENCUMAB,0.00011442844147482322,8.913565722230416e-05,0.0001088539548226126,8.614772106956807e-05,8.761226899251916e-05,0.00010509530562323399,0.00014761013805657155,0.00010818308293359752,8.336193459794445e-05,9.823993211147468e-05,0.00011294352792477798,0.0001602319859491436,8.268608451088268e-05,9.197319155164612e-05,9.597774084530987e-05,9.387883755090009e-05,0.00010975169207700344
VONLEROLIZUMAB,4.028205662719964e-05,4.838288388723683e-05,3.967959468073368e-05,4.003757089108921e-05,4.796368991238153e-05,5.5128039523776014e-05,4.360168540546529e-05,5.761948854138029e-05,5.034116385837408e-05,4.200718025548299e-05,4.61650022427262e-05,4.060591537387639e-05,4.110887936802124e-05,4.075800144023063e-05,4.0107200905955054e-05,4.4288296213064785e-05,5.689855137087471e-05
VUNAKIZUMAB,4.6463917160496366e-05,4.7508447543783805e-05,5.224587604041645e-05,5.2912241100606606e-05,5.1107739585892715e-05,5.8274573616274744e-05,4.9667440857907394e-05,5.285188780841565e-05,4.5423984421542765e-05,4.86936129924944e-05,4.762390087069957e-05,4.6286715606464036e-05,4.94267628404951e-05,4.2137458394558314e-05,4.571332909879402e-05,4.277110283275462e-05,4.980776120612381e-05
XENTUZUMAB,3.605373391011519e-05,3.6219068952719456e-05,3.479922533868093e-05,3.8924563332880244e-05,3.4779599043528114e-05,3.705558927885238e-05,3.431725514033118e-05,3.4556494866270526e-05,3.5023197669455084e-05,3.8747895115010454e-05,4.1877287268769474e-05,3.448348632415405e-05,4.4440021462949766e-05,4.689942243517244e-05,3.7994811804288386e-05,3.9130798911582166e-05,3.4910093192698244e-05
ZATUXIMAB,0.00010213062496662663,9.213345224802303e-05,0.00012479263880395443,0.00010475429807378823,0.00012149686932316414,0.006312762051801104,8.664504882995293e-05,9.938756218560473e-05,0.004512165287588047,7.529802141092667e-05,0.007983357824053712,0.00010919212686150372,7.192656359027665e-05,6.874114488811579e-05,9.723917858112308e-05,8.708529954410482e-05,9.279103453962031e-05
ZENOCUTUZUMAB,0.0035028176963922725,9.746713728590524e-05,0.0058903214238482295,0.0001048529226466587,0.00019931586965960958,7.600292650192052e-05,7.635173946790736e-05,0.00010371432624974981,6.728985520120628e-05,6.831193278639026e-05,9.861770052084106e-05,7.949932329519997e-05,0.00010541956684447028,5.260733961951306e-05,0.00013560075359344686,0.002859372414214216,7.263352647270654e-05
ZIRALIMUMAB,3.6256702852404376e-05,3.5059245976684196e-05,3.798469775111468e-05,2.9809670413407733e-05,2.933718126785304e-05,2.9751939483933337e-05,3.055943601392847e-05,3.9742319336843e-05,2.998755383888192e-05,3.7095142728209165e-05,4.173164887882745e-05,3.0245292655214172e-05,3.0433217343275764e-05,3.0512458835269152e-05,3.939691672042779e-05,3.641559068672232e-05,3.0487296550677862e-05
